SYMBOL_NAME,Time,ASK_PRICE,ASK_SIZE,BID_PRICE,BID_SIZE
MILLBURN::::CL.NY.J.2025,2025-03-02T22:36:00.000000000-0500,70.13,11,70.12,5
MILLBURN::::CL.NY.J.2025,2025-03-02T22:37:00.000000000-0500,70.13,10,70.12,4
MILLBURN::::CL.NY.J.2025,2025-03-02T22:38:00.000000000-0500,70.14,5,70.13,9
MILLBURN::::CL.NY.J.2025,2025-03-02T22:39:00.000000000-0500,70.14,7,70.13,8
MILLBURN::::CL.NY.J.2025,2025-03-02T22:40:00.000000000-0500,70.16,7,70.15,5
MILLBURN::::CL.NY.J.2025,2025-03-02T22:41:00.000000000-0500,70.15,7,70.14,6
MILLBURN::::CL.NY.J.2025,2025-03-02T22:42:00.000000000-0500,70.15,1,70.14,7
MILLBURN::::CL.NY.J.2025,2025-03-02T22:43:00.000000000-0500,70.16,10,70.15,3
MILLBURN::::CL.NY.J.2025,2025-03-02T22:44:00.000000000-0500,70.17,6,70.16,8
MILLBURN::::CL.NY.J.2025,2025-03-02T22:45:00.000000000-0500,70.18,6,70.17,7
MILLBURN::::CL.NY.J.2025,2025-03-02T22:46:00.000000000-0500,70.18,6,70.17,12
MILLBURN::::CL.NY.J.2025,2025-03-02T22:47:00.000000000-0500,70.18,11,70.17,4
MILLBURN::::CL.NY.J.2025,2025-03-02T22:48:00.000000000-0500,70.17,3,70.16,7
MILLBURN::::CL.NY.J.2025,2025-03-02T22:49:00.000000000-0500,70.16,12,70.15,2
MILLBURN::::CL.NY.J.2025,2025-03-02T22:50:00.000000000-0500,70.17,23,70.15,12
MILLBURN::::CL.NY.J.2025,2025-03-02T22:51:00.000000000-0500,70.18,9,70.17,12
MILLBURN::::CL.NY.J.2025,2025-03-02T22:52:00.000000000-0500,70.18,10,70.17,14
MILLBURN::::CL.NY.J.2025,2025-03-02T22:53:00.000000000-0500,70.19,6,70.18,10
MILLBURN::::CL.NY.J.2025,2025-03-02T22:54:00.000000000-0500,70.19,5,70.18,10
MILLBURN::::CL.NY.J.2025,2025-03-02T22:55:00.000000000-0500,70.2,8,70.19,25
MILLBURN::::CL.NY.J.2025,2025-03-02T22:56:00.000000000-0500,70.2,25,70.19,1
MILLBURN::::CL.NY.J.2025,2025-03-02T22:57:00.000000000-0500,70.2,21,70.18,13
MILLBURN::::CL.NY.J.2025,2025-03-02T22:58:00.000000000-0500,70.2,9,70.19,16
MILLBURN::::CL.NY.J.2025,2025-03-02T22:59:00.000000000-0500,70.2,11,70.19,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:00:00.000000000-0500,70.16,4,70.15,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:01:00.000000000-0500,70.16,9,70.15,3
MILLBURN::::CL.NY.J.2025,2025-03-02T23:02:00.000000000-0500,70.17,6,70.16,7
MILLBURN::::CL.NY.J.2025,2025-03-02T23:03:00.000000000-0500,70.19,5,70.18,5
MILLBURN::::CL.NY.J.2025,2025-03-02T23:04:00.000000000-0500,70.19,8,70.18,5
MILLBURN::::CL.NY.J.2025,2025-03-02T23:05:00.000000000-0500,70.19,7,70.18,5
MILLBURN::::CL.NY.J.2025,2025-03-02T23:06:00.000000000-0500,70.19,5,70.18,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:07:00.000000000-0500,70.19,6,70.18,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:08:00.000000000-0500,70.18,5,70.17,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:09:00.000000000-0500,70.16,6,70.15,4
MILLBURN::::CL.NY.J.2025,2025-03-02T23:10:00.000000000-0500,70.17,8,70.16,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:11:00.000000000-0500,70.18,10,70.17,6
MILLBURN::::CL.NY.J.2025,2025-03-02T23:12:00.000000000-0500,70.17,3,70.16,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:13:00.000000000-0500,70.19,13,70.17,11
MILLBURN::::CL.NY.J.2025,2025-03-02T23:14:00.000000000-0500,70.19,14,70.17,13
MILLBURN::::CL.NY.J.2025,2025-03-02T23:15:00.000000000-0500,70.18,8,70.17,7
MILLBURN::::CL.NY.J.2025,2025-03-02T23:16:00.000000000-0500,70.17,6,70.16,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:17:00.000000000-0500,70.17,13,70.16,4
MILLBURN::::CL.NY.J.2025,2025-03-02T23:18:00.000000000-0500,70.17,5,70.16,7
MILLBURN::::CL.NY.J.2025,2025-03-02T23:19:00.000000000-0500,70.18,12,70.17,3
MILLBURN::::CL.NY.J.2025,2025-03-02T23:20:00.000000000-0500,70.18,14,70.16,13
MILLBURN::::CL.NY.J.2025,2025-03-02T23:21:00.000000000-0500,70.18,14,70.16,12
MILLBURN::::CL.NY.J.2025,2025-03-02T23:22:00.000000000-0500,70.17,14,70.16,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:23:00.000000000-0500,70.17,8,70.16,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:24:00.000000000-0500,70.17,8,70.16,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:25:00.000000000-0500,70.16,4,70.15,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:26:00.000000000-0500,70.1,6,70.09,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:27:00.000000000-0500,70.09,17,70.08,2
MILLBURN::::CL.NY.J.2025,2025-03-02T23:28:00.000000000-0500,70.1,42,70.09,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:29:00.000000000-0500,70.1,43,70.09,11
MILLBURN::::CL.NY.J.2025,2025-03-02T23:30:00.000000000-0500,70.08,3,70.07,13
MILLBURN::::CL.NY.J.2025,2025-03-02T23:31:00.000000000-0500,70.09,4,70.08,15
MILLBURN::::CL.NY.J.2025,2025-03-02T23:32:00.000000000-0500,70.1,13,70.08,11
MILLBURN::::CL.NY.J.2025,2025-03-02T23:33:00.000000000-0500,70.09,7,70.08,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:34:00.000000000-0500,70.08,11,70.07,5
MILLBURN::::CL.NY.J.2025,2025-03-02T23:35:00.000000000-0500,70.09,10,70.08,5
MILLBURN::::CL.NY.J.2025,2025-03-02T23:36:00.000000000-0500,70.09,2,70.08,13
MILLBURN::::CL.NY.J.2025,2025-03-02T23:37:00.000000000-0500,70.11,3,70.1,11
MILLBURN::::CL.NY.J.2025,2025-03-02T23:38:00.000000000-0500,70.1,1,70.09,13
MILLBURN::::CL.NY.J.2025,2025-03-02T23:39:00.000000000-0500,70.1,5,70.09,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:40:00.000000000-0500,70.09,2,70.08,14
MILLBURN::::CL.NY.J.2025,2025-03-02T23:41:00.000000000-0500,70.11,19,70.1,2
MILLBURN::::CL.NY.J.2025,2025-03-02T23:42:00.000000000-0500,70.12,7,70.11,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:43:00.000000000-0500,70.12,4,70.11,6
MILLBURN::::CL.NY.J.2025,2025-03-02T23:44:00.000000000-0500,70.12,8,70.11,7
MILLBURN::::CL.NY.J.2025,2025-03-02T23:45:00.000000000-0500,70.12,7,70.11,6
MILLBURN::::CL.NY.J.2025,2025-03-02T23:46:00.000000000-0500,70.13,22,70.11,11
MILLBURN::::CL.NY.J.2025,2025-03-02T23:47:00.000000000-0500,70.15,19,70.14,7
MILLBURN::::CL.NY.J.2025,2025-03-02T23:48:00.000000000-0500,70.16,1,70.15,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:49:00.000000000-0500,70.16,10,70.15,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:50:00.000000000-0500,70.15,3,70.14,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:51:00.000000000-0500,70.16,10,70.15,5
MILLBURN::::CL.NY.J.2025,2025-03-02T23:52:00.000000000-0500,70.16,20,70.14,12
MILLBURN::::CL.NY.J.2025,2025-03-02T23:53:00.000000000-0500,70.14,4,70.13,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:54:00.000000000-0500,70.15,3,70.14,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:55:00.000000000-0500,70.15,3,70.14,9
MILLBURN::::CL.NY.J.2025,2025-03-02T23:56:00.000000000-0500,70.15,2,70.14,8
MILLBURN::::CL.NY.J.2025,2025-03-02T23:57:00.000000000-0500,70.16,10,70.15,4
MILLBURN::::CL.NY.J.2025,2025-03-02T23:58:00.000000000-0500,70.15,10,70.14,10
MILLBURN::::CL.NY.J.2025,2025-03-02T23:59:00.000000000-0500,70.14,6,70.13,11
MILLBURN::::GO.NY.J.2025,2025-03-02T17:39:00.000000000-0500,2867.4,1,2867.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T17:46:00.000000000-0500,2867.5,2,2867.5,2
MILLBURN::::GO.NY.J.2025,2025-03-02T17:51:00.000000000-0500,2867.5,4,2867.5,4
MILLBURN::::GO.NY.J.2025,2025-03-02T17:52:00.000000000-0500,2867.5,5,2867.5,4
MILLBURN::::GO.NY.J.2025,2025-03-02T17:53:00.000000000-0500,2868.3,30,2868.3,26
MILLBURN::::GO.NY.J.2025,2025-03-02T17:54:00.000000000-0500,2868.3,31,2868.3,36
MILLBURN::::GO.NY.J.2025,2025-03-02T17:55:00.000000000-0500,2872.0,35,2872.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T17:56:00.000000000-0500,2872.0,31,2872.0,26
MILLBURN::::GO.NY.J.2025,2025-03-02T17:57:00.000000000-0500,2872.0,52,2872.0,26
MILLBURN::::GO.NY.J.2025,2025-03-02T17:58:00.000000000-0500,2872.0,58,2872.0,26
MILLBURN::::GO.NY.J.2025,2025-03-02T17:59:00.000000000-0500,2872.0,73,2872.0,39
MILLBURN::::GO.NY.J.2025,2025-03-02T18:00:00.000000000-0500,2872.0,1,2871.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:01:00.000000000-0500,2877.6,2,2877.0,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:02:00.000000000-0500,2883.9,1,2883.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:03:00.000000000-0500,2885.4,4,2884.9,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:04:00.000000000-0500,2884.6,1,2884.2,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:05:00.000000000-0500,2881.1,1,2880.7,4
MILLBURN::::GO.NY.J.2025,2025-03-02T18:06:00.000000000-0500,2883.9,5,2883.5,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:07:00.000000000-0500,2882.2,2,2881.8,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:08:00.000000000-0500,2884.5,1,2884.3,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:09:00.000000000-0500,2885.1,3,2884.8,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:10:00.000000000-0500,2886.6,1,2886.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:11:00.000000000-0500,2886.0,2,2885.7,4
MILLBURN::::GO.NY.J.2025,2025-03-02T18:12:00.000000000-0500,2884.1,1,2883.9,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:13:00.000000000-0500,2885.0,1,2884.8,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:14:00.000000000-0500,2884.1,1,2884.0,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:15:00.000000000-0500,2883.6,4,2883.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:16:00.000000000-0500,2884.6,4,2884.4,4
MILLBURN::::GO.NY.J.2025,2025-03-02T18:17:00.000000000-0500,2883.7,1,2883.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:18:00.000000000-0500,2884.8,1,2884.6,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:19:00.000000000-0500,2885.5,1,2885.3,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:20:00.000000000-0500,2885.5,5,2885.1,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:21:00.000000000-0500,2882.4,3,2882.2,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:22:00.000000000-0500,2883.0,2,2882.7,4
MILLBURN::::GO.NY.J.2025,2025-03-02T18:23:00.000000000-0500,2881.2,1,2880.8,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:24:00.000000000-0500,2881.1,2,2880.8,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:25:00.000000000-0500,2881.1,1,2880.9,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:26:00.000000000-0500,2882.4,3,2882.1,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:27:00.000000000-0500,2882.2,1,2882.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:28:00.000000000-0500,2882.3,1,2882.0,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:29:00.000000000-0500,2882.0,2,2881.8,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:30:00.000000000-0500,2881.8,1,2881.6,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:31:00.000000000-0500,2880.9,2,2880.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:32:00.000000000-0500,2881.6,2,2881.3,4
MILLBURN::::GO.NY.J.2025,2025-03-02T18:33:00.000000000-0500,2881.5,3,2881.3,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:34:00.000000000-0500,2882.9,2,2882.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:35:00.000000000-0500,2883.3,3,2883.0,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:36:00.000000000-0500,2883.0,2,2882.8,5
MILLBURN::::GO.NY.J.2025,2025-03-02T18:37:00.000000000-0500,2883.1,1,2882.9,6
MILLBURN::::GO.NY.J.2025,2025-03-02T18:38:00.000000000-0500,2882.7,4,2882.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:39:00.000000000-0500,2882.8,2,2882.6,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:40:00.000000000-0500,2883.2,1,2883.0,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:41:00.000000000-0500,2883.3,2,2883.2,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:42:00.000000000-0500,2882.3,2,2882.1,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:43:00.000000000-0500,2882.9,3,2882.7,4
MILLBURN::::GO.NY.J.2025,2025-03-02T18:44:00.000000000-0500,2883.0,3,2882.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:45:00.000000000-0500,2883.1,1,2883.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:46:00.000000000-0500,2878.3,1,2878.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:47:00.000000000-0500,2877.0,1,2876.8,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:48:00.000000000-0500,2878.7,1,2878.5,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:49:00.000000000-0500,2876.7,2,2876.6,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:50:00.000000000-0500,2877.4,2,2877.2,3
MILLBURN::::GO.NY.J.2025,2025-03-02T18:51:00.000000000-0500,2878.5,1,2878.3,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:52:00.000000000-0500,2878.7,1,2878.5,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:53:00.000000000-0500,2878.8,1,2878.6,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:54:00.000000000-0500,2878.9,3,2878.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:55:00.000000000-0500,2879.1,4,2879.0,7
MILLBURN::::GO.NY.J.2025,2025-03-02T18:56:00.000000000-0500,2879.6,2,2879.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T18:57:00.000000000-0500,2881.0,2,2880.9,1
MILLBURN::::GO.NY.J.2025,2025-03-02T18:58:00.000000000-0500,2882.2,3,2882.0,8
MILLBURN::::GO.NY.J.2025,2025-03-02T18:59:00.000000000-0500,2882.6,3,2882.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:00:00.000000000-0500,2880.6,2,2880.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:01:00.000000000-0500,2880.9,6,2880.6,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:02:00.000000000-0500,2880.4,1,2880.2,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:03:00.000000000-0500,2880.6,3,2880.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:04:00.000000000-0500,2879.9,2,2879.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:05:00.000000000-0500,2879.4,2,2879.2,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:06:00.000000000-0500,2878.4,3,2878.2,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:07:00.000000000-0500,2878.3,1,2878.1,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:08:00.000000000-0500,2878.8,3,2878.6,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:09:00.000000000-0500,2879.4,4,2879.1,5
MILLBURN::::GO.NY.J.2025,2025-03-02T19:10:00.000000000-0500,2880.2,2,2880.0,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:11:00.000000000-0500,2879.7,1,2879.5,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:12:00.000000000-0500,2880.2,4,2880.0,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:13:00.000000000-0500,2880.7,7,2880.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:14:00.000000000-0500,2881.4,3,2881.2,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:15:00.000000000-0500,2880.5,1,2880.3,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:16:00.000000000-0500,2882.0,2,2881.8,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:17:00.000000000-0500,2881.6,1,2881.4,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:18:00.000000000-0500,2881.7,3,2881.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:19:00.000000000-0500,2881.9,1,2881.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:20:00.000000000-0500,2881.5,6,2881.2,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:21:00.000000000-0500,2879.3,4,2879.1,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:22:00.000000000-0500,2879.5,2,2879.2,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:23:00.000000000-0500,2879.6,2,2879.4,4
MILLBURN::::GO.NY.J.2025,2025-03-02T19:24:00.000000000-0500,2880.4,2,2880.3,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:25:00.000000000-0500,2880.0,1,2879.8,4
MILLBURN::::GO.NY.J.2025,2025-03-02T19:26:00.000000000-0500,2879.9,2,2879.6,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:27:00.000000000-0500,2880.9,3,2880.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:28:00.000000000-0500,2880.8,1,2880.6,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:29:00.000000000-0500,2881.2,1,2881.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:30:00.000000000-0500,2881.7,1,2881.5,4
MILLBURN::::GO.NY.J.2025,2025-03-02T19:31:00.000000000-0500,2880.6,7,2880.4,27
MILLBURN::::GO.NY.J.2025,2025-03-02T19:32:00.000000000-0500,2881.2,2,2880.9,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:33:00.000000000-0500,2881.6,4,2881.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:34:00.000000000-0500,2879.3,1,2879.1,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:35:00.000000000-0500,2879.0,2,2878.7,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:36:00.000000000-0500,2880.1,4,2879.9,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:37:00.000000000-0500,2880.3,2,2880.1,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:38:00.000000000-0500,2879.6,1,2879.4,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:39:00.000000000-0500,2879.3,3,2879.1,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:40:00.000000000-0500,2879.3,2,2879.2,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:41:00.000000000-0500,2880.1,2,2879.9,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:42:00.000000000-0500,2880.0,5,2879.8,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:43:00.000000000-0500,2880.6,1,2880.4,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:44:00.000000000-0500,2880.0,2,2879.8,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:45:00.000000000-0500,2880.2,2,2880.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:46:00.000000000-0500,2879.9,1,2879.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:47:00.000000000-0500,2879.8,2,2879.6,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:48:00.000000000-0500,2878.8,1,2878.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:49:00.000000000-0500,2879.1,1,2878.9,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:50:00.000000000-0500,2879.5,1,2879.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:51:00.000000000-0500,2878.6,6,2878.3,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:52:00.000000000-0500,2878.7,3,2878.5,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:53:00.000000000-0500,2878.8,3,2878.6,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:54:00.000000000-0500,2879.1,1,2879.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T19:55:00.000000000-0500,2879.2,4,2878.9,4
MILLBURN::::GO.NY.J.2025,2025-03-02T19:56:00.000000000-0500,2879.1,3,2878.9,3
MILLBURN::::GO.NY.J.2025,2025-03-02T19:57:00.000000000-0500,2878.1,1,2878.0,5
MILLBURN::::GO.NY.J.2025,2025-03-02T19:58:00.000000000-0500,2877.5,3,2877.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T19:59:00.000000000-0500,2877.3,1,2877.0,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:00:00.000000000-0500,2876.1,1,2875.9,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:01:00.000000000-0500,2877.5,1,2877.4,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:02:00.000000000-0500,2877.9,1,2877.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:03:00.000000000-0500,2880.5,2,2880.2,4
MILLBURN::::GO.NY.J.2025,2025-03-02T20:04:00.000000000-0500,2879.8,1,2879.6,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:05:00.000000000-0500,2879.5,2,2879.2,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:06:00.000000000-0500,2880.0,2,2879.7,4
MILLBURN::::GO.NY.J.2025,2025-03-02T20:07:00.000000000-0500,2880.0,1,2879.8,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:08:00.000000000-0500,2880.0,2,2879.8,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:09:00.000000000-0500,2878.4,2,2878.2,5
MILLBURN::::GO.NY.J.2025,2025-03-02T20:10:00.000000000-0500,2878.7,1,2878.4,5
MILLBURN::::GO.NY.J.2025,2025-03-02T20:11:00.000000000-0500,2879.3,3,2879.1,5
MILLBURN::::GO.NY.J.2025,2025-03-02T20:12:00.000000000-0500,2880.1,1,2879.9,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:13:00.000000000-0500,2879.8,1,2879.6,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:14:00.000000000-0500,2879.8,2,2879.5,4
MILLBURN::::GO.NY.J.2025,2025-03-02T20:15:00.000000000-0500,2879.5,1,2879.3,7
MILLBURN::::GO.NY.J.2025,2025-03-02T20:16:00.000000000-0500,2878.5,1,2878.3,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:17:00.000000000-0500,2878.9,2,2878.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:18:00.000000000-0500,2880.3,3,2880.0,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:19:00.000000000-0500,2881.0,2,2880.6,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:20:00.000000000-0500,2880.8,1,2880.6,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:21:00.000000000-0500,2880.6,1,2880.4,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:22:00.000000000-0500,2880.5,1,2880.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:23:00.000000000-0500,2880.8,1,2880.5,6
MILLBURN::::GO.NY.J.2025,2025-03-02T20:24:00.000000000-0500,2881.5,1,2881.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:25:00.000000000-0500,2880.3,1,2880.1,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:26:00.000000000-0500,2881.6,1,2881.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:27:00.000000000-0500,2882.3,1,2882.2,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:28:00.000000000-0500,2882.2,1,2882.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:29:00.000000000-0500,2883.0,2,2882.8,6
MILLBURN::::GO.NY.J.2025,2025-03-02T20:30:00.000000000-0500,2883.9,1,2883.8,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:31:00.000000000-0500,2883.1,3,2882.9,4
MILLBURN::::GO.NY.J.2025,2025-03-02T20:32:00.000000000-0500,2882.8,2,2882.6,4
MILLBURN::::GO.NY.J.2025,2025-03-02T20:33:00.000000000-0500,2883.2,2,2883.0,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:34:00.000000000-0500,2882.9,3,2882.7,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:35:00.000000000-0500,2882.2,1,2882.0,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:36:00.000000000-0500,2882.3,1,2882.1,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:37:00.000000000-0500,2882.9,2,2882.6,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:38:00.000000000-0500,2881.6,1,2881.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:39:00.000000000-0500,2881.5,2,2881.3,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:40:00.000000000-0500,2881.2,1,2881.1,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:41:00.000000000-0500,2881.5,2,2881.3,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:42:00.000000000-0500,2882.0,2,2881.7,5
MILLBURN::::GO.NY.J.2025,2025-03-02T20:43:00.000000000-0500,2880.9,1,2880.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:44:00.000000000-0500,2881.1,1,2880.9,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:45:00.000000000-0500,2881.6,2,2881.4,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:46:00.000000000-0500,2880.9,1,2880.7,2
MILLBURN::::GO.NY.J.2025,2025-03-02T20:47:00.000000000-0500,2882.0,2,2881.7,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:48:00.000000000-0500,2881.7,3,2881.5,1
MILLBURN::::GO.NY.J.2025,2025-03-02T20:49:00.000000000-0500,2881.7,3,2881.4,3
MILLBURN::::GO.NY.J.2025,2025-03-02T20:50:00.000000000-0500,2882.2,2,2882.0,2
